"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDP","TOT","MLN_USD","A","1960",25029.0336,
"AUS","GDP","TOT","MLN_USD","A","1961",25320.6787,
"AUS","GDP","TOT","MLN_USD","A","1962",27905.9382,
"AUS","GDP","TOT","MLN_USD","A","1963",30378.5632,
"AUS","GDP","TOT","MLN_USD","A","1964",32687.4079,
"AUS","GDP","TOT","MLN_USD","A","1965",34481.4258,
"AUS","GDP","TOT","MLN_USD","A","1966",38275.4368,
"AUS","GDP","TOT","MLN_USD","A","1967",40994.175,
"AUS","GDP","TOT","MLN_USD","A","1968",46477.0639,
"AUS","GDP","TOT","MLN_USD","A","1969",52119.205,
"AUS","GDP","TOT","MLN_USD","A","1970",58886.1074,
"AUS","GDP","TOT","MLN_USD","A","1971",64171.6399,
"AUS","GDP","TOT","MLN_USD","A","1972",69847.9051,
"AUS","GDP","TOT","MLN_USD","A","1973",78860.4446,
"AUS","GDP","TOT","MLN_USD","A","1974",86331.9369,
"AUS","GDP","TOT","MLN_USD","A","1975",96861.1374,
"AUS","GDP","TOT","MLN_USD","A","1976",104279.979,
"AUS","GDP","TOT","MLN_USD","A","1977",110259.1513,
"AUS","GDP","TOT","MLN_USD","A","1978",123303.4917,
"AUS","GDP","TOT","MLN_USD","A","1979",137883.756,
"AUS","GDP","TOT","MLN_USD","A","1980",154905.0807,
"AUS","GDP","TOT","MLN_USD","A","1981",177937.6346,
"AUS","GDP","TOT","MLN_USD","A","1982",181619.4601,
"AUS","GDP","TOT","MLN_USD","A","1983",196245.912,
"AUS","GDP","TOT","MLN_USD","A","1984",211218.2544,
"AUS","GDP","TOT","MLN_USD","A","1985",228899.9924,
"AUS","GDP","TOT","MLN_USD","A","1986",239124.1532,
"AUS","GDP","TOT","MLN_USD","A","1987",261225.6872,
"AUS","GDP","TOT","MLN_USD","A","1988",282612.1455,
"AUS","GDP","TOT","MLN_USD","A","1989",299413.5537,
"AUS","GDP","TOT","MLN_USD","A","1990",303650.9199,
"AUS","GDP","TOT","MLN_USD","A","1991",313322.9582,
"AUS","GDP","TOT","MLN_USD","A","1992",333959.0347,
"AUS","GDP","TOT","MLN_USD","A","1993",354859.7221,
"AUS","GDP","TOT","MLN_USD","A","1994",380518.1968,
"AUS","GDP","TOT","MLN_USD","A","1995",402742.0711,
"AUS","GDP","TOT","MLN_USD","A","1996",423263.6197,
"AUS","GDP","TOT","MLN_USD","A","1997",449564.3636,
"AUS","GDP","TOT","MLN_USD","A","1998",476744.8766,
"AUS","GDP","TOT","MLN_USD","A","1999",509548.5562,
"AUS","GDP","TOT","MLN_USD","A","2000",537537.2573,
"AUS","GDP","TOT","MLN_USD","A","2001",567955.3871,
"AUS","GDP","TOT","MLN_USD","A","2002",599052.8081,
"AUS","GDP","TOT","MLN_USD","A","2003",634410.8408,
"AUS","GDP","TOT","MLN_USD","A","2004",675012.9205,
"AUS","GDP","TOT","MLN_USD","A","2005",717192.9626,
"AUS","GDP","TOT","MLN_USD","A","2006",773501.327,
"AUS","GDP","TOT","MLN_USD","A","2007",823954.3094,
"AUS","GDP","TOT","MLN_USD","A","2008",850737.0788,
"AUS","GDP","TOT","MLN_USD","A","2009",901035.4328,
"AUS","GDP","TOT","MLN_USD","A","2010",941984.6069,
"AUS","GDP","TOT","MLN_USD","A","2011",990568.3401,
"AUS","GDP","TOT","MLN_USD","A","2012",995952.789,
"AUS","GDP","TOT","MLN_USD","A","2013",1102723.0487,
"AUS","GDP","TOT","MLN_USD","A","2014",1116293.1092,
"AUS","GDP","TOT","MLN_USD","A","2015",1128361.0059,
"AUS","GDP","TOT","MLN_USD","A","2016",1181218.1285,
"AUS","GDP","TOT","MLN_USD","A","2017",1248625.9148,"E"
"AUS","GDP","TOT","USD_CAP","A","1960",2408.509071,
"AUS","GDP","TOT","USD_CAP","A","1961",2379.169582,
"AUS","GDP","TOT","USD_CAP","A","1962",2572.910414,
"AUS","GDP","TOT","USD_CAP","A","1963",2747.828019,
"AUS","GDP","TOT","USD_CAP","A","1964",2897.709644,
"AUS","GDP","TOT","USD_CAP","A","1965",2996.975488,
"AUS","GDP","TOT","USD_CAP","A","1966",3270.051273,
"AUS","GDP","TOT","USD_CAP","A","1967",3441.34523,
"AUS","GDP","TOT","USD_CAP","A","1968",3826.664208,
"AUS","GDP","TOT","USD_CAP","A","1969",4200.716812,
"AUS","GDP","TOT","USD_CAP","A","1970",4650.077117,
"AUS","GDP","TOT","USD_CAP","A","1971",4862.084581,
"AUS","GDP","TOT","USD_CAP","A","1972",5208.919749,
"AUS","GDP","TOT","USD_CAP","A","1973",5792.452765,
"AUS","GDP","TOT","USD_CAP","A","1974",6241.474421,
"AUS","GDP","TOT","USD_CAP","A","1975",6934.065613,
"AUS","GDP","TOT","USD_CAP","A","1976",7390.445655,
"AUS","GDP","TOT","USD_CAP","A","1977",7720.400272,
"AUS","GDP","TOT","USD_CAP","A","1978",8544.449053,
"AUS","GDP","TOT","USD_CAP","A","1979",9442.488298,
"AUS","GDP","TOT","USD_CAP","A","1980",10461.350034,
"AUS","GDP","TOT","USD_CAP","A","1981",11923.47769,
"AUS","GDP","TOT","USD_CAP","A","1982",11961.081919,
"AUS","GDP","TOT","USD_CAP","A","1983",12748.621949,
"AUS","GDP","TOT","USD_CAP","A","1984",13557.534592,
"AUS","GDP","TOT","USD_CAP","A","1985",14498.077212,
"AUS","GDP","TOT","USD_CAP","A","1986",14928.092269,
"AUS","GDP","TOT","USD_CAP","A","1987",16061.687982,
"AUS","GDP","TOT","USD_CAP","A","1988",17094.648354,
"AUS","GDP","TOT","USD_CAP","A","1989",17806.972223,
"AUS","GDP","TOT","USD_CAP","A","1990",17793.679492,
"AUS","GDP","TOT","USD_CAP","A","1991",18127.919359,
"AUS","GDP","TOT","USD_CAP","A","1992",19106.738226,
"AUS","GDP","TOT","USD_CAP","A","1993",20122.696155,
"AUS","GDP","TOT","USD_CAP","A","1994",21370.823442,
"AUS","GDP","TOT","USD_CAP","A","1995",22368.47031,
"AUS","GDP","TOT","USD_CAP","A","1996",23224.596138,
"AUS","GDP","TOT","USD_CAP","A","1997",24402.342917,
"AUS","GDP","TOT","USD_CAP","A","1998",25620.976195,
"AUS","GDP","TOT","USD_CAP","A","1999",27085.925497,
"AUS","GDP","TOT","USD_CAP","A","2000",28248.615639,
"AUS","GDP","TOT","USD_CAP","A","2001",29466.367162,
"AUS","GDP","TOT","USD_CAP","A","2002",30728.220694,
"AUS","GDP","TOT","USD_CAP","A","2003",32169.793201,
"AUS","GDP","TOT","USD_CAP","A","2004",33864.600404,
"AUS","GDP","TOT","USD_CAP","A","2005",35545.426558,
"AUS","GDP","TOT","USD_CAP","A","2006",37822.176273,
"AUS","GDP","TOT","USD_CAP","A","2007",39560.693954,
"AUS","GDP","TOT","USD_CAP","A","2008",40036.193305,
"AUS","GDP","TOT","USD_CAP","A","2009",41538.258081,
"AUS","GDP","TOT","USD_CAP","A","2010",42755.68074,
"AUS","GDP","TOT","USD_CAP","A","2011",44340.570281,
"AUS","GDP","TOT","USD_CAP","A","2012",43809.9188,
"AUS","GDP","TOT","USD_CAP","A","2013",47678.929472,
"AUS","GDP","TOT","USD_CAP","A","2014",47551.004198,
"AUS","GDP","TOT","USD_CAP","A","2015",47378.275356,
"AUS","GDP","TOT","USD_CAP","A","2016",48829.027796,
"AUS","GDP","TOT","USD_CAP","A","2017",50762.309778,"E"
"AUT","GDP","TOT","MLN_USD","A","1970",28628.0715,"E"
"AUT","GDP","TOT","MLN_USD","A","1971",31619.8365,"E"
"AUT","GDP","TOT","MLN_USD","A","1972",35036.6233,"E"
"AUT","GDP","TOT","MLN_USD","A","1973",38748.8619,"E"
"AUT","GDP","TOT","MLN_USD","A","1974",43895.1304,"E"
"AUT","GDP","TOT","MLN_USD","A","1975",47786.6823,"E"
"AUT","GDP","TOT","MLN_USD","A","1976",52716.9161,"E"
"AUT","GDP","TOT","MLN_USD","A","1977",58831.0548,"E"
"AUT","GDP","TOT","MLN_USD","A","1978",62829.1128,"E"
"AUT","GDP","TOT","MLN_USD","A","1979",71659.6448,"E"
"AUT","GDP","TOT","MLN_USD","A","1980",79474.9714,"E"
"AUT","GDP","TOT","MLN_USD","A","1981",86769.5632,"E"
"AUT","GDP","TOT","MLN_USD","A","1982",94005.9426,"E"
"AUT","GDP","TOT","MLN_USD","A","1983",100622.8738,"E"
"AUT","GDP","TOT","MLN_USD","A","1984",104246.6375,"E"
"AUT","GDP","TOT","MLN_USD","A","1985",110270.2573,"E"
"AUT","GDP","TOT","MLN_USD","A","1986",115084.0504,"E"
"AUT","GDP","TOT","MLN_USD","A","1987",119621.9168,"E"
"AUT","GDP","TOT","MLN_USD","A","1988",127890.3863,"E"
"AUT","GDP","TOT","MLN_USD","A","1989",138027.2656,"E"
"AUT","GDP","TOT","MLN_USD","A","1990",149353.1623,"E"
"AUT","GDP","TOT","MLN_USD","A","1991",159635.6727,"E"
"AUT","GDP","TOT","MLN_USD","A","1992",166692.8438,"E"
"AUT","GDP","TOT","MLN_USD","A","1993",171557.9497,"E"
"AUT","GDP","TOT","MLN_USD","A","1994",179417.6574,"E"
"AUT","GDP","TOT","MLN_USD","A","1995",188046.4012,
"AUT","GDP","TOT","MLN_USD","A","1996",195186.0696,
"AUT","GDP","TOT","MLN_USD","A","1997",202486.7239,
"AUT","GDP","TOT","MLN_USD","A","1998",212603.9928,
"AUT","GDP","TOT","MLN_USD","A","1999",220639.939,
"AUT","GDP","TOT","MLN_USD","A","2000",235342.9303,
"AUT","GDP","TOT","MLN_USD","A","2001",239177.4006,
"AUT","GDP","TOT","MLN_USD","A","2002",251984.7843,
"AUT","GDP","TOT","MLN_USD","A","2003",260750.0472,
"AUT","GDP","TOT","MLN_USD","A","2004",275845.7971,
"AUT","GDP","TOT","MLN_USD","A","2005",288086.7221,
"AUT","GDP","TOT","MLN_USD","A","2006",311132.208,
"AUT","GDP","TOT","MLN_USD","A","2007",326723.7622,
"AUT","GDP","TOT","MLN_USD","A","2008",343812.9764,
"AUT","GDP","TOT","MLN_USD","A","2009",341401.731,
"AUT","GDP","TOT","MLN_USD","A","2010",351656.1491,
"AUT","GDP","TOT","MLN_USD","A","2011",373031.477,
"AUT","GDP","TOT","MLN_USD","A","2012",391635.1762,
"AUT","GDP","TOT","MLN_USD","A","2013",406370.2445,
"AUT","GDP","TOT","MLN_USD","A","2014",417059.5187,
"AUT","GDP","TOT","MLN_USD","A","2015",430830.7018,
"AUT","GDP","TOT","MLN_USD","A","2016",445063.2003,
"AUT","GDP","TOT","MLN_USD","A","2017",461849.2238,
"AUT","GDP","TOT","USD_CAP","A","1970",3834.186274,"E"
"AUT","GDP","TOT","USD_CAP","A","1971",4215.680804,"E"
"AUT","GDP","TOT","USD_CAP","A","1972",4644.59478,"E"
"AUT","GDP","TOT","USD_CAP","A","1973",5108.264528,"E"
"AUT","GDP","TOT","USD_CAP","A","1974",5776.797781,"E"
"AUT","GDP","TOT","USD_CAP","A","1975",6305.539334,"E"
"AUT","GDP","TOT","USD_CAP","A","1976",6968.044666,"E"
"AUT","GDP","TOT","USD_CAP","A","1977",7773.217807,"E"
"AUT","GDP","TOT","USD_CAP","A","1978",8308.19608,"E"
"AUT","GDP","TOT","USD_CAP","A","1979",9492.066592,"E"
"AUT","GDP","TOT","USD_CAP","A","1980",10527.276863,"E"
"AUT","GDP","TOT","USD_CAP","A","1981",11464.247298,"E"
"AUT","GDP","TOT","USD_CAP","A","1982",12411.434518,"E"
"AUT","GDP","TOT","USD_CAP","A","1983",13306.542102,"E"
"AUT","GDP","TOT","USD_CAP","A","1984",13786.622677,"E"
"AUT","GDP","TOT","USD_CAP","A","1985",14576.403239,"E"
"AUT","GDP","TOT","USD_CAP","A","1986",15203.062387,"E"
"AUT","GDP","TOT","USD_CAP","A","1987",15792.535307,"E"
"AUT","GDP","TOT","USD_CAP","A","1988",16860.255983,"E"
"AUT","GDP","TOT","USD_CAP","A","1989",18114.846121,"E"
"AUT","GDP","TOT","USD_CAP","A","1990",19452.472016,"E"
"AUT","GDP","TOT","USD_CAP","A","1991",20585.160084,"E"
"AUT","GDP","TOT","USD_CAP","A","1992",21259.919708,"E"
"AUT","GDP","TOT","USD_CAP","A","1993",21700.725466,"E"
"AUT","GDP","TOT","USD_CAP","A","1994",22607.735592,"E"
"AUT","GDP","TOT","USD_CAP","A","1995",23658.759946,
"AUT","GDP","TOT","USD_CAP","A","1996",24523.894617,
"AUT","GDP","TOT","USD_CAP","A","1997",25412.359688,
"AUT","GDP","TOT","USD_CAP","A","1998",26652.828948,
"AUT","GDP","TOT","USD_CAP","A","1999",27606.484243,
"AUT","GDP","TOT","USD_CAP","A","2000",29375.396801,
"AUT","GDP","TOT","USD_CAP","A","2001",29739.951109,
"AUT","GDP","TOT","USD_CAP","A","2002",31178.051444,
"AUT","GDP","TOT","USD_CAP","A","2003",32119.016757,
"AUT","GDP","TOT","USD_CAP","A","2004",33765.565737,
"AUT","GDP","TOT","USD_CAP","A","2005",35024.557484,
"AUT","GDP","TOT","USD_CAP","A","2006",37631.127824,
"AUT","GDP","TOT","USD_CAP","A","2007",39387.139009,
"AUT","GDP","TOT","USD_CAP","A","2008",41316.022642,
"AUT","GDP","TOT","USD_CAP","A","2009",40928.181598,
"AUT","GDP","TOT","USD_CAP","A","2010",42058.754579,
"AUT","GDP","TOT","USD_CAP","A","2011",44469.209642,
"AUT","GDP","TOT","USD_CAP","A","2012",46477.655075,
"AUT","GDP","TOT","USD_CAP","A","2013",47936.677963,
"AUT","GDP","TOT","USD_CAP","A","2014",48813.534409,
"AUT","GDP","TOT","USD_CAP","A","2015",49925.227796,
"AUT","GDP","TOT","USD_CAP","A","2016",50923.693301,
"AUT","GDP","TOT","USD_CAP","A","2017",52512.267248,
"BEL","GDP","TOT","MLN_USD","A","1970",37554.5595,"E"
"BEL","GDP","TOT","MLN_USD","A","1971",40942.4649,"E"
"BEL","GDP","TOT","MLN_USD","A","1972",44959.9015,"E"
"BEL","GDP","TOT","MLN_USD","A","1973",50309.0269,"E"
"BEL","GDP","TOT","MLN_USD","A","1974",57130.9073,"E"
"BEL","GDP","TOT","MLN_USD","A","1975",61593.7022,"E"
"BEL","GDP","TOT","MLN_USD","A","1976",68647.3926,"E"
"BEL","GDP","TOT","MLN_USD","A","1977",73362.056,"E"
"BEL","GDP","TOT","MLN_USD","A","1978",80744.2774,"E"
"BEL","GDP","TOT","MLN_USD","A","1979",89456.7715,"E"
"BEL","GDP","TOT","MLN_USD","A","1980",101893.0716,"E"
"BEL","GDP","TOT","MLN_USD","A","1981",111094.9175,"E"
"BEL","GDP","TOT","MLN_USD","A","1982",118688.9641,"E"
"BEL","GDP","TOT","MLN_USD","A","1983",123759.9766,"E"
"BEL","GDP","TOT","MLN_USD","A","1984",131311.9752,"E"
"BEL","GDP","TOT","MLN_USD","A","1985",137751.8509,"E"
"BEL","GDP","TOT","MLN_USD","A","1986",143092.714,"E"
"BEL","GDP","TOT","MLN_USD","A","1987",150128.3032,"E"
"BEL","GDP","TOT","MLN_USD","A","1988",162723.2684,"E"
"BEL","GDP","TOT","MLN_USD","A","1989",174914.6068,"E"
"BEL","GDP","TOT","MLN_USD","A","1990",187075.7486,"E"
"BEL","GDP","TOT","MLN_USD","A","1991",196845.9695,"E"
"BEL","GDP","TOT","MLN_USD","A","1992",204414.8887,"E"
"BEL","GDP","TOT","MLN_USD","A","1993",207265.4604,"E"
"BEL","GDP","TOT","MLN_USD","A","1994",218507.0801,"E"
"BEL","GDP","TOT","MLN_USD","A","1995",228383.9763,
"BEL","GDP","TOT","MLN_USD","A","1996",232446.1639,
"BEL","GDP","TOT","MLN_USD","A","1997",243499.6827,
"BEL","GDP","TOT","MLN_USD","A","1998",250421.8816,
"BEL","GDP","TOT","MLN_USD","A","1999",262228.592,
"BEL","GDP","TOT","MLN_USD","A","2000",286871.0179,
"BEL","GDP","TOT","MLN_USD","A","2001",298131.4711,
"BEL","GDP","TOT","MLN_USD","A","2002",314972.1581,
"BEL","GDP","TOT","MLN_USD","A","2003",322223.5137,
"BEL","GDP","TOT","MLN_USD","A","2004",336076.6049,
"BEL","GDP","TOT","MLN_USD","A","2005",349276.761,
"BEL","GDP","TOT","MLN_USD","A","2006",373301.1436,
"BEL","GDP","TOT","MLN_USD","A","2007",391729.718,
"BEL","GDP","TOT","MLN_USD","A","2008",408408.7386,
"BEL","GDP","TOT","MLN_USD","A","2009",410288.2333,
"BEL","GDP","TOT","MLN_USD","A","2010",436814.9437,
"BEL","GDP","TOT","MLN_USD","A","2011",455705.2637,
"BEL","GDP","TOT","MLN_USD","A","2012",471332.4746,
"BEL","GDP","TOT","MLN_USD","A","2013",486673.7112,
"BEL","GDP","TOT","MLN_USD","A","2014",499939.4805,
"BEL","GDP","TOT","MLN_USD","A","2015",512016.4929,
"BEL","GDP","TOT","MLN_USD","A","2016",525969.1212,
"BEL","GDP","TOT","MLN_USD","A","2017",544041.9709,
"BEL","GDP","TOT","USD_CAP","A","1970",3901.650108,"E"
"BEL","GDP","TOT","USD_CAP","A","1971",4238.238262,"E"
"BEL","GDP","TOT","USD_CAP","A","1972",4636.853981,"E"
"BEL","GDP","TOT","USD_CAP","A","1973",5173.07431,"E"
"BEL","GDP","TOT","USD_CAP","A","1974",5856.498557,"E"
"BEL","GDP","TOT","USD_CAP","A","1975",6296.575847,"E"
"BEL","GDP","TOT","USD_CAP","A","1976",7006.213075,"E"
"BEL","GDP","TOT","USD_CAP","A","1977",7479.010357,"E"
"BEL","GDP","TOT","USD_CAP","A","1978",8224.903378,"E"
"BEL","GDP","TOT","USD_CAP","A","1979",9105.90509,"E"
"BEL","GDP","TOT","USD_CAP","A","1980",10335.0311,"E"
"BEL","GDP","TOT","USD_CAP","A","1981",11269.518917,"E"
"BEL","GDP","TOT","USD_CAP","A","1982",12042.305608,"E"
"BEL","GDP","TOT","USD_CAP","A","1983",12559.364379,"E"
"BEL","GDP","TOT","USD_CAP","A","1984",13324.40134,"E"
"BEL","GDP","TOT","USD_CAP","A","1985",13975.027988,"E"
"BEL","GDP","TOT","USD_CAP","A","1986",14513.917642,"E"
"BEL","GDP","TOT","USD_CAP","A","1987",15210.567696,"E"
"BEL","GDP","TOT","USD_CAP","A","1988",16430.055373,"E"
"BEL","GDP","TOT","USD_CAP","A","1989",17597.042933,"E"
"BEL","GDP","TOT","USD_CAP","A","1990",18767.63128,"E"
"BEL","GDP","TOT","USD_CAP","A","1991",19672.793276,"E"
"BEL","GDP","TOT","USD_CAP","A","1992",20345.863317,"E"
"BEL","GDP","TOT","USD_CAP","A","1993",20549.817613,"E"
"BEL","GDP","TOT","USD_CAP","A","1994",21600.146315,"E"
"BEL","GDP","TOT","USD_CAP","A","1995",22529.740186,
"BEL","GDP","TOT","USD_CAP","A","1996",22885.316912,
"BEL","GDP","TOT","USD_CAP","A","1997",23917.069316,
"BEL","GDP","TOT","USD_CAP","A","1998",24543.946055,
"BEL","GDP","TOT","USD_CAP","A","1999",25643.320168,
"BEL","GDP","TOT","USD_CAP","A","2000",27984.686172,
"BEL","GDP","TOT","USD_CAP","A","2001",28981.381462,
"BEL","GDP","TOT","USD_CAP","A","2002",30482.159886,
"BEL","GDP","TOT","USD_CAP","A","2003",31054.395553,
"BEL","GDP","TOT","USD_CAP","A","2004",32249.628624,
"BEL","GDP","TOT","USD_CAP","A","2005",33331.115656,
"BEL","GDP","TOT","USD_CAP","A","2006",35390.703792,
"BEL","GDP","TOT","USD_CAP","A","2007",36865.209673,
"BEL","GDP","TOT","USD_CAP","A","2008",38133.402295,
"BEL","GDP","TOT","USD_CAP","A","2009",38003.726688,
"BEL","GDP","TOT","USD_CAP","A","2010",40089.477213,
"BEL","GDP","TOT","USD_CAP","A","2011",41450.360532,
"BEL","GDP","TOT","USD_CAP","A","2012",42585.15311,
"BEL","GDP","TOT","USD_CAP","A","2013",43745.951564,
"BEL","GDP","TOT","USD_CAP","A","2014",44717.305952,
"BEL","GDP","TOT","USD_CAP","A","2015",45561.175737,
"BEL","GDP","TOT","USD_CAP","A","2016",46566.544596,
"BEL","GDP","TOT","USD_CAP","A","2017",47941.661165,
"CAN","GDP","TOT","MLN_USD","A","1970",98753.8565,"E"
"CAN","GDP","TOT","MLN_USD","A","1971",108041.1042,"E"
"CAN","GDP","TOT","MLN_USD","A","1972",118856.9252,"E"
"CAN","GDP","TOT","MLN_USD","A","1973",134053.0654,"E"
"CAN","GDP","TOT","MLN_USD","A","1974",151487.4903,"E"
"CAN","GDP","TOT","MLN_USD","A","1975",168534.7267,"E"
"CAN","GDP","TOT","MLN_USD","A","1976",187029.1021,"E"
"CAN","GDP","TOT","MLN_USD","A","1977",205499.5565,"E"
"CAN","GDP","TOT","MLN_USD","A","1978",228623.3055,"E"
"CAN","GDP","TOT","MLN_USD","A","1979",256915.3278,"E"
"CAN","GDP","TOT","MLN_USD","A","1980",286142.5001,"E"
"CAN","GDP","TOT","MLN_USD","A","1981",323817.2301,
"CAN","GDP","TOT","MLN_USD","A","1982",332894.0524,
"CAN","GDP","TOT","MLN_USD","A","1983",355029.9786,
"CAN","GDP","TOT","MLN_USD","A","1984",389410.4894,
"CAN","GDP","TOT","MLN_USD","A","1985",420894.9799,
"CAN","GDP","TOT","MLN_USD","A","1986",438669.6138,
"CAN","GDP","TOT","MLN_USD","A","1987",468289.7836,
"CAN","GDP","TOT","MLN_USD","A","1988",506152.7621,
"CAN","GDP","TOT","MLN_USD","A","1989",538052.2808,
"CAN","GDP","TOT","MLN_USD","A","1990",558816.8605,
"CAN","GDP","TOT","MLN_USD","A","1991",565143.0412,
"CAN","GDP","TOT","MLN_USD","A","1992",583129.5916,
"CAN","GDP","TOT","MLN_USD","A","1993",612855.6274,
"CAN","GDP","TOT","MLN_USD","A","1994",654022.5781,
"CAN","GDP","TOT","MLN_USD","A","1995",685541.4527,
"CAN","GDP","TOT","MLN_USD","A","1996",709302.4016,
"CAN","GDP","TOT","MLN_USD","A","1997",752318.5152,
"CAN","GDP","TOT","MLN_USD","A","1998",790003.1995,
"CAN","GDP","TOT","MLN_USD","A","1999",843506.5208,
"CAN","GDP","TOT","MLN_USD","A","2000",898024.6847,
"CAN","GDP","TOT","MLN_USD","A","2001",934754.5473,
"CAN","GDP","TOT","MLN_USD","A","2002",967558.4379,
"CAN","GDP","TOT","MLN_USD","A","2003",1019620.3825,
"CAN","GDP","TOT","MLN_USD","A","2004",1079987.4082,
"CAN","GDP","TOT","MLN_USD","A","2005",1167581.2349,
"CAN","GDP","TOT","MLN_USD","A","2006",1238000.7319,
"CAN","GDP","TOT","MLN_USD","A","2007",1297164.5049,
"CAN","GDP","TOT","MLN_USD","A","2008",1339060.5528,
"CAN","GDP","TOT","MLN_USD","A","2009",1304488.2866,
"CAN","GDP","TOT","MLN_USD","A","2010",1361136.0517,
"CAN","GDP","TOT","MLN_USD","A","2011",1427466.5432,
"CAN","GDP","TOT","MLN_USD","A","2012",1464565.3363,
"CAN","GDP","TOT","MLN_USD","A","2013",1550269.8055,
"CAN","GDP","TOT","MLN_USD","A","2014",1617564.4901,
"CAN","GDP","TOT","MLN_USD","A","2015",1599827.5144,
"CAN","GDP","TOT","MLN_USD","A","2016",1625361.3473,
"CAN","GDP","TOT","MLN_USD","A","2017",1714447.0533,
"CAN","GDP","TOT","USD_CAP","A","1970",4555.027261,"E"
"CAN","GDP","TOT","USD_CAP","A","1971",4919.449356,"E"
"CAN","GDP","TOT","USD_CAP","A","1972",5349.466577,"E"
"CAN","GDP","TOT","USD_CAP","A","1973",5960.092233,"E"
"CAN","GDP","TOT","USD_CAP","A","1974",6641.866721,"E"
"CAN","GDP","TOT","USD_CAP","A","1975",7282.233251,"E"
"CAN","GDP","TOT","USD_CAP","A","1976",7975.719977,"E"
"CAN","GDP","TOT","USD_CAP","A","1977",8661.422757,"E"
"CAN","GDP","TOT","USD_CAP","A","1978",9540.598788,"E"
"CAN","GDP","TOT","USD_CAP","A","1979",10615.658562,"E"
"CAN","GDP","TOT","USD_CAP","A","1980",11671.821947,"E"
"CAN","GDP","TOT","USD_CAP","A","1981",13046.669583,
"CAN","GDP","TOT","USD_CAP","A","1982",13253.765222,
"CAN","GDP","TOT","USD_CAP","A","1983",13996.044564,
"CAN","GDP","TOT","USD_CAP","A","1984",15207.157551,
"CAN","GDP","TOT","USD_CAP","A","1985",16287.171682,
"CAN","GDP","TOT","USD_CAP","A","1986",16807.08588,
"CAN","GDP","TOT","USD_CAP","A","1987",17706.993181,
"CAN","GDP","TOT","USD_CAP","A","1988",18892.114879,
"CAN","GDP","TOT","USD_CAP","A","1989",19725.651673,
"CAN","GDP","TOT","USD_CAP","A","1990",20180.350137,
"CAN","GDP","TOT","USD_CAP","A","1991",20156.741996,
"CAN","GDP","TOT","USD_CAP","A","1992",20553.528794,
"CAN","GDP","TOT","USD_CAP","A","1993",21365.196777,
"CAN","GDP","TOT","USD_CAP","A","1994",22551.987107,
"CAN","GDP","TOT","USD_CAP","A","1995",23395.473915,
"CAN","GDP","TOT","USD_CAP","A","1996",23954.649762,
"CAN","GDP","TOT","USD_CAP","A","1997",25156.150049,
"CAN","GDP","TOT","USD_CAP","A","1998",26197.932922,
"CAN","GDP","TOT","USD_CAP","A","1999",27745.751307,
"CAN","GDP","TOT","USD_CAP","A","2000",29265.221478,
"CAN","GDP","TOT","USD_CAP","A","2001",30133.352284,
"CAN","GDP","TOT","USD_CAP","A","2002",30854.823032,
"CAN","GDP","TOT","USD_CAP","A","2003",32224.015719,
"CAN","GDP","TOT","USD_CAP","A","2004",33815.119074,
"CAN","GDP","TOT","USD_CAP","A","2005",36212.643556,
"CAN","GDP","TOT","USD_CAP","A","2006",38009.872181,
"CAN","GDP","TOT","USD_CAP","A","2007",39441.964993,
"CAN","GDP","TOT","USD_CAP","A","2008",40277.618235,
"CAN","GDP","TOT","USD_CAP","A","2009",38791.071038,
"CAN","GDP","TOT","USD_CAP","A","2010",40027.204359,
"CAN","GDP","TOT","USD_CAP","A","2011",41565.258933,
"CAN","GDP","TOT","USD_CAP","A","2012",42145.104092,
"CAN","GDP","TOT","USD_CAP","A","2013",44101.430586,
"CAN","GDP","TOT","USD_CAP","A","2014",45519.871933,
"CAN","GDP","TOT","USD_CAP","A","2015",44647.371352,
"CAN","GDP","TOT","USD_CAP","A","2016",44819.498023,
"CAN","GDP","TOT","USD_CAP","A","2017",46704.892034,
"CZE","GDP","TOT","MLN_USD","A","1990",130887.0652,"E"
"CZE","GDP","TOT","MLN_USD","A","1991",119535.1853,"E"
"CZE","GDP","TOT","MLN_USD","A","1992",121640.7514,"E"
"CZE","GDP","TOT","MLN_USD","A","1993",124611.9953,"E"
"CZE","GDP","TOT","MLN_USD","A","1994",130966.405,"E"
"CZE","GDP","TOT","MLN_USD","A","1995",142015.8324,
"CZE","GDP","TOT","MLN_USD","A","1996",150399.0401,
"CZE","GDP","TOT","MLN_USD","A","1997",151716.3194,
"CZE","GDP","TOT","MLN_USD","A","1998",153326.7984,
"CZE","GDP","TOT","MLN_USD","A","1999",157590.9647,
"CZE","GDP","TOT","MLN_USD","A","2000",166011.2852,
"CZE","GDP","TOT","MLN_USD","A","2001",179496.6089,
"CZE","GDP","TOT","MLN_USD","A","2002",185474.0896,
"CZE","GDP","TOT","MLN_USD","A","2003",198015.9171,
"CZE","GDP","TOT","MLN_USD","A","2004",212167.0967,
"CZE","GDP","TOT","MLN_USD","A","2005",224201.3809,
"CZE","GDP","TOT","MLN_USD","A","2006",243476.788,
"CZE","GDP","TOT","MLN_USD","A","2007",269009.2528,
"CZE","GDP","TOT","MLN_USD","A","2008",289157.1486,
